Date,Open,High,Low,Close,Adj Close,Volume
3/19/2014,46.21104,46.23156,45.472321,45.677521,43.382359,733382
3/20/2014,45.657001,46.00584,45.36972,45.49284,43.206959,652729
3/21/2014,45.69804,47.17548,45.451801,47.17548,44.805046,3026754
3/24/2014,47.07288,47.38068,46.087921,46.703522,44.3568,966033
3/25/2014,46.74456,46.990799,46.12896,46.12896,43.811108,781774
3/26/2014,46.169998,46.313641,45.739079,45.841679,43.538258,781969
3/27/2014,45.780121,46.21104,45.49284,45.615959,43.323891,670517
3/28/2014,45.49284,45.923759,45.041401,45.657001,43.362865,2073051
3/31/2014,45.841679,46.02636,45.144001,45.636478,43.343369,4896930
4/1/2014,45.59544,46.580399,45.574921,46.272598,43.947529,1052534
4/2/2014,46.169998,46.559879,46.067402,46.10844,43.791611,1061550
4/3/2014,46.169998,46.33416,45.18504,45.18504,42.914623,959357
4/4/2014,45.205559,45.246601,44.241119,44.302681,42.076607,2767300
4/7/2014,44.3232,44.384762,43.625519,43.851238,41.647835,694298
4/8/2014,43.8102,43.9128,43.37928,43.830719,41.628345,686160
4/9/2014,43.974361,44.4258,43.871761,44.138519,41.920681,864815
4/10/2014,44.056438,44.261639,43.17408,43.461361,41.27755,527973
4/11/2014,43.297199,43.871761,43.009918,43.605,41.413971,760136
4/14/2014,43.68708,44.343719,43.317719,43.8102,41.60886,515400
4/15/2014,44.138519,44.138519,43.091999,43.871761,41.667324,484990
4/16/2014,43.646042,44.364239,43.563961,44.3232,42.096088,523977
4/17/2014,44.200081,44.85672,43.7076,44.672039,42.427395,805166
4/21/2014,44.569439,44.569439,43.851238,44.035919,41.823238,498148
4/22/2014,44.0154,44.569439,43.974361,44.138519,41.920681,511745
4/23/2014,44.076962,44.4258,43.830719,44.097481,41.881702,469883
4/24/2014,44.241119,44.466839,44.035919,44.118,41.901199,302339
4/25/2014,44.118,44.159039,43.58448,43.769161,41.569881,204922
4/28/2014,43.78968,43.974361,43.194599,43.851238,41.647835,625682
4/29/2014,44.364239,44.487358,43.030441,43.27668,41.10215,1292836
4/30/2014,43.522919,44.836201,43.399799,44.795158,42.544334,920906
5/1/2014,44.713081,45.410759,44.0154,45.308159,43.031548,700536
5/2/2014,45.308159,46.518841,45.226082,45.246601,42.973095,991033
5/5/2014,45.020882,45.533878,44.774639,45.472321,43.187473,410867
5/6/2014,45.349201,45.718559,44.938801,45.472321,43.187473,683187
5/7/2014,46.785599,47.154961,45.36972,46.498322,44.161915,1038060
5/8/2014,46.703522,46.908718,46.293121,46.457279,44.122929,1212865
5/9/2014,48.693958,48.837601,46.74456,47.339642,44.960964,3461111
5/12/2014,48.1194,48.3246,46.518841,47.154961,44.785568,1586745
5/13/2014,47.401199,47.647442,46.97028,47.195999,44.824535,1098538
5/14/2014,47.195999,47.319118,45.739079,46.272598,43.947529,1191764
5/15/2014,46.375198,46.375198,44.44632,44.938801,42.680759,1821394
5/16/2014,45.144001,45.26712,43.994881,44.877239,42.622284,1228850
5/19/2014,44.938801,45.16452,44.569439,44.95932,42.700249,970419
5/20/2014,45.000359,45.123482,43.851238,43.933319,41.7258,1359211
5/21/2014,44.118,45.144001,44.0154,44.836201,42.583305,1872807
5/22/2014,44.815681,45.246601,44.815681,45.123482,42.856159,1002388
5/23/2014,45.69804,45.841679,45.16452,45.246601,42.973095,527778
5/27/2014,45.513359,45.821159,45.041401,45.636478,43.343369,1164815
5/28/2014,45.80064,46.23156,45.144001,45.16452,42.895134,1054191
5/29/2014,45.26712,45.554401,44.897758,45.513359,43.226437,732943
5/30/2014,45.410759,46.477798,45.410759,46.416241,44.083958,1272563
6/2/2014,46.416241,46.86768,45.964802,46.74456,44.39579,1202437
6/3/2014,46.53936,47.011318,46.046879,46.600922,44.259373,1484600
6/4/2014,46.43676,47.093399,46.354679,46.724041,44.376293,665692
6/5/2014,46.724041,47.298599,46.375198,47.237041,44.863514,878947
6/6/2014,47.237041,47.934719,46.621441,47.770561,45.370235,1235331
6/9/2014,47.770561,48.1194,47.07288,47.79108,45.389713,1235283
6/10/2014,47.524319,48.570839,47.524319,48.078362,45.66256,1351852
6/11/2014,47.17548,47.339642,46.477798,46.806122,44.454243,3671150
6/12/2014,46.354679,46.84716,46.00584,46.12896,43.811108,1815838
6/13/2014,46.067402,46.272598,45.49284,45.739079,43.440815,2073733
6/16/2014,45.759602,46.682999,45.16452,45.574921,43.284916,2613743
6/17/2014,45.554401,46.252079,45.554401,45.841679,43.538258,1243762
6/18/2014,45.759602,46.087921,45.615959,45.862202,43.557762,1400341
6/19/2014,45.923759,46.33416,45.759602,45.821159,43.518772,1299220
6/20/2014,46.087921,46.087921,45.677521,45.677521,43.382359,1644786
6/23/2014,45.90324,46.169998,45.574921,45.841679,43.538258,1575341
6/24/2014,45.841679,46.990799,45.780121,46.169998,43.85009,5474172
6/25/2014,46.990799,47.770561,46.74456,47.113918,44.746574,27335234
6/26/2014,47.052361,47.237041,46.765079,46.908718,44.551682,7572904
6/27/2014,46.990799,47.401199,46.580399,46.806122,44.454243,6862768
6/30/2014,46.785599,47.873161,46.64196,47.8116,45.409203,3204776
7/1/2014,47.79108,48.673439,47.68848,48.488762,46.052349,5010185
